OTU,Sample,Abundance,depth_m,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,cells_ml
Otu00025,LC-17m-E1,0.001062386,17,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acTH1,acTH1-A,462
Otu00035,LC-17m-E1,0.001062386,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,462
Otu00191,LC-17m-E1,0.001062386,17,434666.6667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,462
Otu00213,LC-17m-E1,0.001062386,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,462
Otu00241,LC-17m-E1,0.001062386,17,434666.6667,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,462
Otu00253,LC-17m-E1,0.001062386,17,434666.6667,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,462
Otu00379,LC-3m-E1,0.001058831,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,101
Otu00152,LC-9m-E1,0.001054574,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,77
Otu00122,LC-19m-E1,0.001051279,19,397000,Bacteria,Actinobacteria,Actinobacteria,Frankiales,acI,acI-C,417
Otu00272,LC-19m-E1,0.001051279,19,397000,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_fa,Victivallales_ge,417
Otu00276,LC-19m-E1,0.001051279,19,397000,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanoregula,417
Otu00282,LC-19m-E1,0.001051279,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,417
Otu00325,LC-19m-E1,0.001051279,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus_Competibacter,417
Otu00185,Cadagno15m-E2,0.001026325,15,905000,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,929
Otu00213,Cadagno15m-E2,0.001026325,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,929
Otu00233,Cadagno15m-E2,0.001026325,15,905000,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,929
Otu00305,LC-3m-E1,0.001025743,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,98
Otu00136,LC-13m-E1,0.001018879,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,97
Otu00138,LC-13m-E1,0.001018879,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiliaceae,uncultured,97
Otu00172,LC-9m-E1,0.001010634,9,73000,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,74
Otu00203,LC-9m-E1,0.001010634,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,74
Otu00135,Cadagno7m-E2,0.001008728,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,bacI-B,159
Otu00111,LC-17m-E1,0.001003364,17,434666.6667,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified,436
Otu00181,LC-17m-E1,0.001003364,17,434666.6667,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,436
Otu00223,LC-17m-E1,0.001003364,17,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,436
Otu00215,LC-15point5m-E1,0.001002291,15.5,585000,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,586
Otu00244,LC-15point5m-E1,0.001002291,15.5,585000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,586
Otu00325,LC-15point5m-E1,0.001002291,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Candidatus_Competibacter,586
Otu00133,LC-19m-E1,0.000992875,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,394
Otu00159,LC-3m-E1,0.000992654,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,bacVI-B,95
Otu00201,LC-3m-E1,0.000992654,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,95
Otu00339,LC-3m-E1,0.000992654,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,95
Otu00263,LC-5m-E1,0.000991572,5,86666.66667,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,86
Otu00035,Cadagno15m-E2,0.000975009,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betII,Pnec,882
Otu00193,Cadagno15m-E2,0.000975009,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,882
Otu00141,LC-11m-E1,0.00097107,11,104333.3333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,101
Otu00232,Cadagno7m-E2,0.00096487,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,152
Otu00101,LC-13m-E1,0.000958945,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,91
Otu00278,LC-17m-E1,0.000944343,17,434666.6667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacula,410
Otu00286,LC-17m-E1,0.000944343,17,434666.6667,Bacteria,Cyanobacteria,Oxyphotobacteria,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,410
Otu00296,LC-17m-E1,0.000944343,17,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_unclassified,410
Otu00223,LC-19m-E1,0.00093447,19,397000,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,371
Otu00216,Cadagno15m-E2,0.000923693,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,836
Otu00238,Cadagno15m-E2,0.000923693,15,905000,Bacteria,Cloacimonetes,Cloacimonadia,Cloacimonadales,Cloacimonadales_unclassified,Cloacimonadales_unclassified,836
Otu00265,Cadagno15m-E2,0.000923693,15,905000,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,836
Otu00267,Cadagno15m-E2,0.000923693,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,836
Otu00317,LC-9m-E1,0.000922752,9,73000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,67
Otu00309,LC-5m-E1,0.000920745,5,86666.66667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,80
Otu00347,LC-5m-E1,0.000920745,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,80
Otu00102,LC-13m-E1,0.000899011,13,95333.33333,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Geothrix,86
Otu00159,LC-13m-E1,0.000899011,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,bacVI-B,86
Otu00177,LC-13m-E1,0.000899011,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,86
Otu00236,LC-13m-E1,0.000899011,13,95333.33333,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,86
Otu00277,LC-13m-E1,0.000899011,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,86
Otu00155,LC-3m-E1,0.000893389,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,85
Otu00047,LC-17m-E1,0.000885321,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,bacIII,bacIII-A,385
Otu00065,LC-17m-E1,0.000885321,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,385
Otu00246,LC-17m-E1,0.000885321,17,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,385
Otu00284,LC-17m-E1,0.000885321,17,434666.6667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,385
Otu00326,LC-17m-E1,0.000885321,17,434666.6667,Archaea,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,385
Otu00207,LC-9m-E1,0.000878812,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,64
Otu00305,LC-9m-E1,0.000878812,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,uncultured,64
Otu00013,Cadagno7m-E2,0.000877155,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,gamI,unclassified,138
Otu00191,LC-19m-E1,0.000876066,19,397000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,348
Otu00243,LC-19m-E1,0.000876066,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,348
Otu00258,LC-19m-E1,0.000876066,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,348
Otu00289,LC-19m-E1,0.000876066,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,348
Otu00356,LC-19m-E1,0.000876066,19,397000,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,348
Otu00180,Cadagno15m-E2,0.000872376,15,905000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,790
Otu00190,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,503
Otu00214,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,503
Otu00240,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-A,503
Otu00262,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Omnitrophicaeota,Omnitrophicaeota_cl,Omnitrophicaeota_or,Omnitrophicaeota_fa,Omnitrophicaeota_ge,503
Otu00267,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,503
Otu00271,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,503
Otu00307,LC-15point5m-E1,0.000859107,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,ADurb.Bin063-1,503
Otu00003,LC-5m-E1,0.000849919,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,74
Otu00208,LC-5m-E1,0.000849919,5,86666.66667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,74
Otu00157,LC-13m-E1,0.000839077,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,80
Otu00181,LC-13m-E1,0.000839077,13,95333.33333,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,80
Otu00233,LC-13m-E1,0.000839077,13,95333.33333,Bacteria,Firmicutes,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,Firmicutes_unclassified,80
Otu00235,LC-13m-E1,0.000839077,13,95333.33333,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,80
Otu00204,LC-9m-E1,0.000834871,9,73000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,61
Otu00080,Cadagno7m-E2,0.000833297,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,env.OPS_17,env.OPS_17_ge,131
Otu00234,Cadagno7m-E2,0.000833297,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,131
Otu00192,LC-3m-E1,0.000827212,3,95666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,79
Otu00235,LC-3m-E1,0.000827212,3,95666.66667,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,79
Otu00200,LC-17m-E1,0.0008263,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,359
Otu00277,LC-17m-E1,0.0008263,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,359
Otu00169,Cadagno15m-E2,0.00082106,15,905000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,743
Otu00190,Cadagno15m-E2,0.00082106,15,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,743
Otu00191,Cadagno15m-E2,0.00082106,15,905000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,743
Otu00253,Cadagno15m-E2,0.00082106,15,905000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,743
Otu00200,LC-19m-E1,0.000817661,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,325
Otu00033,LC-11m-E1,0.000809225,11,104333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,84
Otu00108,LC-3m-E1,0.000794123,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,76
Otu00105,LC-13m-E1,0.000779143,13,95333.33333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,74
Otu00193,LC-13m-E1,0.000779143,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,74
Otu00071,LC-5m-E1,0.000779092,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,68
Otu00157,Cadagno15m-E2,0.000769744,15,905000,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,697
Otu00020,LC-11m-E1,0.000768764,11,104333.3333,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,80
Otu00299,LC-11m-E1,0.000768764,11,104333.3333,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,80
Otu00237,LC-17m-E1,0.000767279,17,434666.6667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,334
Otu00239,LC-17m-E1,0.000767279,17,434666.6667,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,334
Otu00265,LC-17m-E1,0.000767279,17,434666.6667,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,334
Otu00272,LC-17m-E1,0.000767279,17,434666.6667,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallales_fa,Victivallales_ge,334
Otu00293,LC-17m-E1,0.000767279,17,434666.6667,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,334
Otu00334,LC-17m-E1,0.000767279,17,434666.6667,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,334
Otu00193,LC-3m-E1,0.000761035,3,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,73
Otu00181,LC-19m-E1,0.000759257,19,397000,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,301
Otu00184,LC-19m-E1,0.000759257,19,397000,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,301
Otu00206,LC-19m-E1,0.000759257,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,301
Otu00244,LC-19m-E1,0.000759257,19,397000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,301
Otu00345,LC-19m-E1,0.000759257,19,397000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaeraceae_ge,301
Otu00155,LC-9m-E1,0.00074699,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI-A,55
Otu00197,LC-9m-E1,0.00074699,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,55
Otu00309,LC-9m-E1,0.00074699,9,73000,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,55
Otu00028,LC-11m-E1,0.000728303,11,104333.3333,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,76
Otu00114,LC-11m-E1,0.000728303,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,bacI,unclassified,76
Otu00232,LC-11m-E1,0.000728303,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,76
Otu00018,LC-3m-E1,0.000727947,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,70
Otu00243,LC-3m-E1,0.000727947,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NS11-12_marine_group_ge,70
Otu00309,LC-3m-E1,0.000727947,3,95666.66667,Bacteria,Actinobacteria,Acidimicrobiia,Microtrichales,acIV,acIV-C,70
Otu00164,LC-13m-E1,0.000719209,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,Pedosphaera,69
Otu00111,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,alfVI,unclassified,650
Otu00151,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured,650
Otu00186,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,650
Otu00198,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,650
Otu00226,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,650
Otu00237,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,650
Otu00244,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_or,Parcubacteria_fa,Parcubacteria_ge,650
Otu00251,Cadagno15m-E2,0.000718428,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriales_unclassified,Sphingobacteriales_unclassified,650
Otu00028,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonas,419
Otu00175,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,419
Otu00252,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betI,betI_unclassified,419
Otu00253,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,419
Otu00274,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,mle1-27,mle1-27_ge,419
Otu00284,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,419
Otu00285,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,419
Otu00287,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,419
Otu00289,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,419
Otu00311,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acetobacteraceae_unclassified,419
Otu00334,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Patescibacteria,Parcubacteria,Candidatus_Moranbacteria,Candidatus_Moranbacteria_fa,Candidatus_Moranbacteria_ge,419
Otu00343,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,419
Otu00370,LC-15point5m-E1,0.000715922,15.5,585000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,419
Otu00057,LC-5m-E1,0.000708265,5,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Luteolibacter,61
Otu00108,LC-5m-E1,0.000708265,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,61
Otu00152,LC-5m-E1,0.000708265,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacII,bacII-A,61
Otu00204,LC-5m-E1,0.000708265,5,86666.66667,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,61
Otu00234,LC-5m-E1,0.000708265,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Ferruginibacter,61
Otu00240,LC-5m-E1,0.000708265,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betVII,betVII-A,61
Otu00056,LC-17m-E1,0.000708257,17,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Luna1,Luna1-A,308
Otu00120,LC-17m-E1,0.000708257,17,434666.6667,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,uncultured,308
Otu00287,LC-17m-E1,0.000708257,17,434666.6667,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcaceae_unclassified,308
