OTU,Sample,Abundance,depth_m,avg_cells_ml,Kingdom,Phylum,Class,Order,Family,Genus,cells_ml
Otu00167,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33_ge,0
Otu00167,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33_ge,0
Otu00167,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33_ge,0
Otu00167,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,ST-12K33,ST-12K33_ge,0
Otu00169,LC-3m-E1,0,3,95666.66667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0
Otu00169,LC-13m-E1,0,13,95333.33333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0
Otu00169,LC-9m-E1,0,9,73000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0
Otu00169,Cadagno7m-E2,0,7,157333.3333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0
Otu00169,LC-11m-E1,0,11,104333.3333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,WCHB1-41,WCHB1-41_fa,WCHB1-41_ge,0
Otu00172,LC-19m-E1,0,19,397000,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,0
Otu00172,LC-15point5m-E1,0,15.5,585000,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,0
Otu00172,LC-5m-E1,0,5,86666.66667,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,0
Otu00172,Cadagno15m-E2,0,15,905000,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,0
Otu00172,LC-17m-E1,0,17,434666.6667,Bacteria,Actinobacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,0
Otu00174,LC-5m-E1,0,5,86666.66667,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
Otu00174,LC-9m-E1,0,9,73000,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
Otu00174,LC-3m-E1,0,3,95666.66667,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
Otu00174,Cadagno7m-E2,0,7,157333.3333,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3,0
Otu00175,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0
Otu00175,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0
Otu00175,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0
Otu00175,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0
Otu00175,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,0
Otu00176,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_ge,0
Otu00176,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_ge,0
Otu00176,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_ge,0
Otu00176,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,Bacteroidetes_vadinHA17_ge,0
Otu00177,LC-9m-E1,0,9,73000,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0
Otu00177,LC-11m-E1,0,11,104333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0
Otu00177,LC-5m-E1,0,5,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0
Otu00177,Cadagno7m-E2,0,7,157333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0
Otu00177,LC-3m-E1,0,3,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_ge,0
Otu00178,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,0
Otu00178,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,0
Otu00178,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,0
Otu00178,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,0
Otu00178,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prolixibacteraceae,uncultured,0
Otu00179,Cadagno7m-E2,0,7,157333.3333,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0
Otu00179,LC-9m-E1,0,9,73000,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0
Otu00179,LC-5m-E1,0,5,86666.66667,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0
Otu00179,LC-11m-E1,0,11,104333.3333,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0
Otu00179,LC-3m-E1,0,3,95666.66667,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,0
Otu00180,LC-9m-E1,0,9,73000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
Otu00180,Cadagno7m-E2,0,7,157333.3333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
Otu00180,LC-5m-E1,0,5,86666.66667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
Otu00180,LC-3m-E1,0,3,95666.66667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,0
Otu00181,LC-11m-E1,0,11,104333.3333,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0
Otu00181,Cadagno7m-E2,0,7,157333.3333,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0
Otu00181,LC-9m-E1,0,9,73000,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0
Otu00181,LC-5m-E1,0,5,86666.66667,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0
Otu00181,LC-3m-E1,0,3,95666.66667,Bacteria,Patescibacteria,ABY1,Candidatus_Falkowbacteria,Candidatus_Falkowbacteria_fa,Candidatus_Falkowbacteria_ge,0
Otu00182,LC-11m-E1,0,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0
Otu00182,Cadagno7m-E2,0,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0
Otu00182,Cadagno15m-E2,0,15,905000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0
Otu00182,LC-15point5m-E1,0,15.5,585000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0
Otu00182,LC-13m-E1,0,13,95333.33333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Opitutaceae_unclassified,0
Otu00183,LC-9m-E1,0,9,73000,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0
Otu00183,LC-5m-E1,0,5,86666.66667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0
Otu00183,Cadagno7m-E2,0,7,157333.3333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0
Otu00183,LC-11m-E1,0,11,104333.3333,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0
Otu00183,LC-3m-E1,0,3,95666.66667,Bacteria,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,0
Otu00184,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0
Otu00184,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0
Otu00184,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0
Otu00184,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0
Otu00184,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,0
Otu00185,LC-11m-E1,0,11,104333.3333,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0
Otu00185,Cadagno7m-E2,0,7,157333.3333,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0
Otu00185,LC-3m-E1,0,3,95666.66667,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0
Otu00185,LC-9m-E1,0,9,73000,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0
Otu00185,LC-5m-E1,0,5,86666.66667,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,uncultured,0
Otu00186,LC-5m-E1,0,5,86666.66667,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0
Otu00186,LC-9m-E1,0,9,73000,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0
Otu00186,LC-3m-E1,0,3,95666.66667,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0
Otu00186,LC-11m-E1,0,11,104333.3333,Bacteria,Chloroflexi,Dehalococcoidia,GIF9,GIF9_fa,GIF9_ge,0
Otu00187,Cadagno15m-E2,0,15,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,0
Otu00187,LC-19m-E1,0,19,397000,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,alfIV,alfIV-B,0
Otu00191,LC-3m-E1,0,3,95666.66667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0
Otu00191,LC-5m-E1,0,5,86666.66667,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0
Otu00191,LC-9m-E1,0,9,73000,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0
Otu00191,LC-11m-E1,0,11,104333.3333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0
Otu00191,Cadagno7m-E2,0,7,157333.3333,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,MSBL3,0
Otu00192,LC-15point5m-E1,0,15.5,585000,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,0
Otu00192,Cadagno15m-E2,0,15,905000,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,0
Otu00192,LC-17m-E1,0,17,434666.6667,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,0
Otu00192,LC-19m-E1,0,19,397000,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,alfII,alfII-A,0
Otu00193,Cadagno7m-E2,0,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,0
Otu00196,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0
Otu00196,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0
Otu00196,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0
Otu00196,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0
Otu00196,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Ignavibacteria,SJA-28,SJA-28_fa,SJA-28_ge,0
Otu00197,LC-19m-E1,0,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,0
Otu00197,LC-15point5m-E1,0,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophagaceae_unclassified,0
Otu00198,LC-9m-E1,0,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0
Otu00198,LC-3m-E1,0,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0
Otu00198,LC-5m-E1,0,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0
Otu00198,Cadagno7m-E2,0,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0
Otu00198,LC-11m-E1,0,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,0
Otu00200,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0
Otu00200,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0
Otu00200,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0
Otu00200,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,0
Otu00201,Cadagno7m-E2,0,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,0
Otu00201,LC-11m-E1,0,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,betIII,betIII-A,0
Otu00203,LC-15point5m-E1,0,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,0
Otu00203,LC-19m-E1,0,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,0
Otu00203,LC-17m-E1,0,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,bacV,unclassified,0
Otu00205,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,0
Otu00205,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,0
Otu00205,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,0
Otu00206,LC-5m-E1,0,5,86666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0
Otu00206,LC-11m-E1,0,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0
Otu00206,Cadagno7m-E2,0,7,157333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0
Otu00206,LC-9m-E1,0,9,73000,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0
Otu00206,LC-13m-E1,0,13,95333.33333,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0
Otu00206,LC-3m-E1,0,3,95666.66667,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,0
Otu00207,Cadagno15m-E2,0,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0
Otu00207,LC-19m-E1,0,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0
Otu00207,LC-17m-E1,0,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,0
Otu00208,Cadagno15m-E2,0,15,905000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,0
Otu00208,LC-15point5m-E1,0,15.5,585000,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,0
Otu00208,LC-17m-E1,0,17,434666.6667,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,Chloroplast_fa,Chloroplast_ge,0
Otu00209,LC-19m-E1,0,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0
Otu00209,LC-15point5m-E1,0,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0
Otu00209,Cadagno15m-E2,0,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0
Otu00209,LC-13m-E1,0,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0
Otu00209,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,0
Otu00213,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00213,LC-13m-E1,0,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00213,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00213,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00213,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00213,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00214,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,0
Otu00214,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,bacVI,unclassified,0
Otu00215,LC-9m-E1,0,9,73000,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0
Otu00215,LC-11m-E1,0,11,104333.3333,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0
Otu00215,LC-3m-E1,0,3,95666.66667,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0
Otu00215,LC-5m-E1,0,5,86666.66667,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0
Otu00215,Cadagno7m-E2,0,7,157333.3333,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales_unclassified,Clostridiales_unclassified,0
Otu00216,LC-9m-E1,0,9,73000,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00216,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00216,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00216,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00216,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobiaceae_ge,0
Otu00217,LC-11m-E1,0,11,104333.3333,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,alfVIII,unclassified,0
Otu00218,LC-9m-E1,0,9,73000,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0
Otu00218,LC-3m-E1,0,3,95666.66667,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0
Otu00218,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0
Otu00218,LC-5m-E1,0,5,86666.66667,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0
Otu00218,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,0
Otu00220,LC-17m-E1,0,17,434666.6667,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0
Otu00220,Cadagno15m-E2,0,15,905000,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0
Otu00220,LC-11m-E1,0,11,104333.3333,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0
Otu00220,LC-15point5m-E1,0,15.5,585000,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0
Otu00220,LC-19m-E1,0,19,397000,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,0
Otu00222,LC-13m-E1,0,13,95333.33333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00222,Cadagno7m-E2,0,7,157333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00222,Cadagno15m-E2,0,15,905000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00222,LC-17m-E1,0,17,434666.6667,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00222,LC-15point5m-E1,0,15.5,585000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00222,LC-11m-E1,0,11,104333.3333,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00222,LC-19m-E1,0,19,397000,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,37-13,37-13_ge,0
Otu00223,LC-3m-E1,0,3,95666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,0
Otu00223,LC-5m-E1,0,5,86666.66667,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,0
Otu00223,Cadagno7m-E2,0,7,157333.3333,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovorax,0
Otu00226,LC-3m-E1,0,3,95666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0
Otu00226,LC-9m-E1,0,9,73000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0
Otu00226,LC-5m-E1,0,5,86666.66667,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0
Otu00226,Cadagno7m-E2,0,7,157333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0
Otu00226,LC-11m-E1,0,11,104333.3333,Bacteria,Verrucomicrobia,Verrucomicrobiae,Opitutales,Opitutaceae,Cephaloticoccus,0
Otu00227,LC-5m-E1,0,5,86666.66667,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0
Otu00227,LC-3m-E1,0,3,95666.66667,Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,0
