Press..dbar._CTD1_28,Depth_m_CTD1_28,Temp_CTD1_28,pH_CTD1_28,Turb_FTU_CTD1_28,Cond_ms_p_cm_CTD1_28,DO_mg_l_CTD1_28,Chl_A_ug_p_l_CTD1_28
12.08,13.93,5.41,8.32,15.47,0.218,0.41,27.71
12.1,13.95,5.41,8.32,15.32,0.218,0.41,27.83
12.11,13.96,5.41,8.32,15.29,0.218,0.39,27.91
12.13,13.98,5.41,8.32,15.17,0.218,0.39,27.87
12.14,13.99,5.4,8.32,15.17,0.218,0.38,27.79
12.14,13.99,5.4,8.32,15.17,0.218,0.38,27.81
12.15,14,5.39,8.32,15.13,0.218,0.37,27.78
12.16,14.01,5.39,8.32,15.1,0.218,0.37,27.73
12.17,14.02,5.39,8.32,14.98,0.218,0.36,27.79
12.18,14.03,5.39,8.31,15.01,0.218,0.36,27.78
12.19,14.04,5.39,8.31,15.01,0.2169,0.36,27.74
12.21,14.06,5.38,8.31,14.92,0.218,0.36,27.59
12.22,14.07,5.38,8.31,14.92,0.218,0.36,27.55
12.21,14.06,5.38,8.31,15.13,0.218,0.36,27.65
12.22,14.07,5.38,8.31,15.17,0.218,0.35,27.67
12.23,14.08,5.38,8.31,15.04,0.218,0.35,27.62
12.25,14.1,5.38,8.31,15.07,0.218,0.35,27.52
12.26,14.11,5.38,8.31,15.1,0.218,0.35,27.35
12.27,14.12,5.37,8.31,15.07,0.218,0.35,27.24
12.28,14.13,5.37,8.31,14.98,0.218,0.35,27.1
12.3,14.15,5.37,8.31,15.01,0.218,0.35,26.95
12.3,14.15,5.37,8.31,15.01,0.218,0.35,26.87
12.32,14.17,5.37,8.31,14.95,0.218,0.35,26.81
12.33,14.18,5.37,8.31,14.92,0.218,0.36,26.79
12.33,14.18,5.37,8.31,14.89,0.218,0.36,26.69
12.34,14.19,5.37,8.31,14.67,0.2169,0.38,26.53
12.36,14.21,5.36,8.31,14.61,0.218,0.38,26.34
12.38,14.23,5.36,8.31,14.43,0.218,0.4,26.02
12.38,14.23,5.36,8.31,14.49,0.218,0.4,25.63
12.39,14.24,5.36,8.3,14.27,0.218,0.42,25.02
12.4,14.25,5.36,8.3,14.06,0.218,0.42,24.66
12.4,14.25,5.36,8.3,13.75,0.218,0.43,24.41
12.41,14.26,5.36,8.3,13.53,0.218,0.43,24.23
12.42,14.27,5.36,8.3,13.44,0.218,0.44,24.15
12.42,14.27,5.36,8.3,13.29,0.218,0.44,24.07
12.42,14.27,5.35,8.3,13.19,0.218,0.44,24
12.42,14.27,5.35,8.3,13.16,0.2192,0.44,23.99
12.43,14.28,5.35,8.3,12.98,0.218,0.44,24.03
12.44,14.29,5.35,8.3,12.73,0.218,0.44,24.05
12.45,14.3,5.34,8.3,12.64,0.2192,0.44,24.15
12.45,14.3,5.34,8.3,12.51,0.218,0.44,24.27
12.46,14.31,5.34,8.3,12.24,0.2192,0.44,24.38
12.46,14.31,5.34,8.3,11.84,0.2192,0.44,24.26
12.47,14.32,5.33,8.3,11.44,0.218,0.44,24.07
12.49,14.34,5.33,8.3,11.22,0.218,0.43,23.84
12.49,14.34,5.33,8.29,11.04,0.218,0.43,23.52
12.5,14.35,5.33,8.29,11.04,0.2192,0.43,23.21
12.51,14.36,5.32,8.29,11.19,0.218,0.43,23.15
12.52,14.37,5.32,8.29,11.07,0.2192,0.43,23.22
12.53,14.38,5.32,8.29,10.79,0.2192,0.43,23.25
12.54,14.39,5.32,8.29,10.67,0.2192,0.44,23.23
12.55,14.4,5.32,8.29,10.7,0.2192,0.44,23.15
12.57,14.42,5.31,8.29,10.63,0.218,0.43,23.01
12.59,14.44,5.31,8.29,10.3,0.2192,0.43,22.78
12.59,14.44,5.3,8.29,10.14,0.2192,0.43,22.59
12.6,14.45,5.3,8.29,10.33,0.2192,0.42,22.41
12.6,14.45,5.3,8.29,10.45,0.218,0.42,22.3
12.62,14.47,5.3,8.29,10.14,0.2192,0.41,22.27
12.63,14.48,5.3,8.29,9.96,0.218,0.41,22.1
12.64,14.49,5.29,8.28,9.83,0.218,0.41,21.91
12.66,14.51,5.29,8.28,9.65,0.2192,0.41,21.73
12.67,14.52,5.29,8.28,9.56,0.2192,0.42,21.6
12.67,14.52,5.28,8.28,9.49,0.218,0.42,21.48
12.69,14.54,5.28,8.28,9.43,0.2192,0.42,21.35
12.71,14.56,5.28,8.28,9.28,0.2192,0.42,21.16
12.72,14.57,5.27,8.28,9.12,0.218,0.42,20.97
12.74,14.59,5.27,8.28,9.09,0.2192,0.42,20.87
12.74,14.59,5.27,8.28,9.12,0.2192,0.41,20.87
12.75,14.6,5.26,8.28,8.94,0.2192,0.41,20.8
12.76,14.61,5.26,8.28,8.78,0.2192,0.39,20.68
12.77,14.62,5.26,8.27,8.75,0.2192,0.39,20.63
12.78,14.63,5.25,8.27,8.85,0.2192,0.37,20.58
12.78,14.63,5.25,8.27,8.97,0.218,0.37,20.47
12.78,14.63,5.25,8.27,9.06,0.2192,0.37,20.37
12.78,14.63,5.25,8.27,9.12,0.2192,0.37,20.21
12.79,14.64,5.25,8.27,9.09,0.2192,0.37,20.08
12.8,14.65,5.25,8.27,9.09,0.2192,0.37,20.06
12.81,14.66,5.25,8.27,9.03,0.2192,0.37,20.1
12.81,14.66,5.24,8.27,8.97,0.2192,0.37,20.11
12.82,14.67,5.24,8.27,9,0.2192,0.37,20.05
12.82,14.67,5.24,8.27,9.03,0.2192,0.37,19.95
12.82,14.67,5.23,8.27,8.97,0.2192,0.37,19.9
12.82,14.67,5.23,8.26,8.91,0.2192,0.38,19.98
12.83,14.68,5.23,8.26,8.88,0.2192,0.38,19.98
12.84,14.69,5.23,8.26,8.75,0.2192,0.38,19.79
12.85,14.7,5.23,8.26,8.63,0.2192,0.38,19.71
12.86,14.71,5.22,8.26,8.57,0.2192,0.39,19.7
12.87,14.72,5.22,8.26,8.57,0.2192,0.39,19.71
12.88,14.73,5.22,8.26,8.63,0.2192,0.39,19.65
12.88,14.73,5.22,8.26,8.54,0.2192,0.39,19.65
12.89,14.74,5.21,8.26,8.48,0.2192,0.4,19.62
12.9,14.75,5.21,8.26,8.48,0.2192,0.4,19.58
12.91,14.76,5.21,8.26,8.45,0.2192,0.4,19.6
12.93,14.78,5.21,8.25,8.35,0.2192,0.4,19.64
12.94,14.79,5.21,8.25,8.32,0.2192,0.4,19.67
12.95,14.8,5.21,8.25,8.32,0.218,0.42,19.68
12.96,14.81,5.2,8.25,8.35,0.2192,0.42,19.69
12.98,14.83,5.2,8.25,8.45,0.2192,0.42,19.74
12.98,14.83,5.2,8.25,8.35,0.2192,0.42,19.8
12.99,14.84,5.2,8.25,8.23,0.2192,0.43,19.73
13,14.85,5.2,8.25,8.14,0.2192,0.43,19.69
13.01,14.86,5.2,8.25,8.08,0.2192,0.44,19.65
13.02,14.87,5.2,8.25,8.05,0.2192,0.44,19.61
13.03,14.88,5.2,8.25,7.98,0.2192,0.45,19.68
13.03,14.88,5.19,8.25,7.95,0.2192,0.45,19.74
13.05,14.9,5.19,8.24,7.95,0.2203,0.45,19.7
13.06,14.91,5.19,8.24,8.01,0.2192,0.45,19.65
13.07,14.92,5.19,8.24,7.92,0.2192,0.45,19.64
13.08,14.93,5.19,8.24,7.89,0.2192,0.45,19.65
13.09,14.94,5.19,8.24,7.95,0.2192,0.45,19.65
13.1,14.95,5.19,8.24,7.98,0.2192,0.46,19.58
13.12,14.97,5.19,8.24,7.95,0.2192,0.46,19.54
13.13,14.98,5.19,8.24,7.89,0.2192,0.46,19.48
13.14,14.99,5.18,8.24,7.89,0.2192,0.46,19.41
13.15,15,5.18,8.24,7.86,0.2192,0.45,19.35
13.16,15.01,5.18,8.24,7.74,0.2192,0.45,19.34
13.16,15.01,5.18,8.23,7.71,0.2192,0.45,19.44
13.18,15.03,5.18,8.23,7.68,0.2192,0.45,19.52
13.18,15.03,5.18,8.23,7.61,0.2192,0.45,19.53
13.19,15.04,5.18,8.23,7.58,0.2192,0.45,19.48
13.19,15.04,5.17,8.23,7.61,0.2192,0.45,19.4
13.21,15.06,5.17,8.23,7.61,0.2192,0.45,19.48
13.22,15.07,5.17,8.23,7.61,0.2192,0.45,19.55
13.25,15.1,5.17,8.23,7.49,0.2192,0.45,19.55
13.27,15.12,5.17,8.23,7.43,0.2192,0.45,19.31
13.29,15.14,5.17,8.23,7.46,0.2203,0.45,19.05
13.3,15.15,5.17,8.23,7.43,0.2203,0.45,18.85
13.31,15.16,5.17,8.22,7.37,0.2192,0.43,18.7
13.32,15.17,5.17,8.22,7.43,0.2192,0.43,18.59
13.32,15.17,5.17,8.22,7.49,0.2203,0.4,18.5
13.32,15.17,5.17,8.22,7.52,0.2192,0.4,18.46
13.33,15.18,5.17,8.22,7.52,0.2192,0.37,18.51
13.34,15.19,5.17,8.22,7.46,0.2192,0.37,18.58
13.35,15.2,5.17,8.22,7.31,0.2192,0.36,18.6
13.36,15.21,5.17,8.22,7.18,0.2192,0.36,18.55
13.36,15.21,5.17,8.22,7.21,0.2192,0.34,18.54
13.37,15.22,5.17,8.22,7.27,0.2192,0.34,18.64
13.38,15.23,5.16,8.22,7.27,0.2192,0.33,18.87
13.38,15.23,5.16,8.21,7.27,0.2203,0.33,19.18
13.4,15.25,5.16,8.21,7.21,0.2192,0.31,19.48
13.42,15.27,5.16,8.21,7.37,0.2192,0.31,19.6
13.43,15.28,5.16,8.21,7.37,0.2192,0.31,19.53
13.44,15.29,5.16,8.21,7.43,0.2192,0.31,19.44
13.46,15.31,5.16,8.21,7.4,0.2192,0.31,19.38
13.47,15.32,5.16,8.21,7.09,0.2192,0.31,19.34
13.47,15.32,5.16,8.21,7.03,0.2192,0.31,19.29
13.49,15.34,5.16,8.21,6.75,0.2192,0.31,19.19
13.49,15.34,5.16,8.21,6.63,0.2192,0.31,19.08
13.5,15.35,5.16,8.21,6.53,0.2203,0.34,18.92
13.51,15.36,5.16,8.2,6.63,0.2192,0.34,18.77
13.51,15.36,5.15,8.2,6.78,0.2192,0.37,18.6
13.52,15.37,5.15,8.2,6.75,0.2192,0.37,18.52
13.53,15.38,5.15,8.2,6.53,0.2192,0.38,18.51
13.53,15.38,5.15,8.2,6.47,0.2192,0.38,18.46
13.54,15.39,5.15,8.2,6.41,0.2192,0.39,18.4
13.55,15.4,5.15,8.2,6.35,0.2192,0.39,18.34
13.55,15.4,5.15,8.2,6.6,0.2192,0.39,18.22
13.59,15.44,5.15,8.2,6.69,0.2192,0.39,17.94
13.61,15.46,5.15,8.2,6.29,0.2203,0.39,17.63
13.64,15.49,5.15,8.2,6.2,0.2192,0.39,17.31
13.66,15.51,5.14,8.2,6.16,0.2192,0.37,17.06
13.67,15.52,5.14,8.2,6.1,0.2192,0.37,16.86
13.68,15.53,5.14,8.19,6.13,0.2192,0.37,16.68
13.7,15.55,5.14,8.19,6.13,0.2192,0.35,16.5
13.71,15.56,5.14,8.19,6.07,0.2192,0.35,16.32
13.73,15.58,5.13,8.19,6.07,0.2192,0.33,16.23
13.74,15.59,5.13,8.19,6.07,0.2192,0.33,16.23
13.76,15.61,5.13,8.19,5.89,0.2203,0.3,16.24
13.77,15.62,5.13,8.19,5.86,0.2192,0.3,16.17
13.79,15.64,5.12,8.19,5.83,0.2192,0.29,16.07
13.81,15.66,5.12,8.19,5.89,0.2192,0.29,16.05
13.83,15.68,5.12,8.19,5.92,0.2192,0.27,16.05
13.84,15.69,5.12,8.19,5.92,0.2192,0.27,16.1
13.85,15.7,5.12,8.18,5.92,0.2192,0.26,16.06
13.85,15.7,5.12,8.18,5.89,0.2192,0.26,15.94
13.86,15.71,5.12,8.18,5.86,0.2192,0.24,15.81
13.88,15.73,5.12,8.18,5.8,0.2203,0.24,15.73
13.88,15.73,5.12,8.18,5.8,0.2203,0.23,15.65
13.89,15.74,5.12,8.18,5.86,0.2192,0.23,15.57
13.9,15.75,5.12,8.18,5.92,0.2203,0.23,15.49
13.91,15.76,5.12,8.18,5.92,0.2192,0.23,15.48
13.93,15.78,5.11,8.18,5.98,0.2203,0.23,15.44
13.95,15.8,5.11,8.18,6.04,0.2192,0.23,15.38
13.97,15.82,5.11,8.18,5.95,0.2192,0.23,15.32
13.99,15.84,5.11,8.17,5.92,0.2203,0.23,15.27
14,15.85,5.11,8.17,5.92,0.2192,0.23,15.21
14.02,15.87,5.11,8.17,5.89,0.2192,0.23,15.2
14.03,15.88,5.11,8.17,5.86,0.2192,0.23,15.2
14.04,15.89,5.11,8.17,5.89,0.2192,0.22,15.24
14.05,15.9,5.11,8.17,5.89,0.2192,0.22,15.28
14.06,15.91,5.11,8.17,5.89,0.2203,0.21,15.36
14.07,15.92,5.11,8.17,5.89,0.2192,0.21,15.41
14.08,15.93,5.11,8.17,5.8,0.2203,0.2,15.43
14.08,15.93,5.1,8.17,5.73,0.2192,0.2,15.4
14.08,15.93,5.11,8.16,5.73,0.2203,0.19,15.42
14.09,15.94,5.1,8.16,5.73,0.2192,0.19,15.47
14.09,15.94,5.1,8.16,5.7,0.2192,0.19,15.57
14.08,15.93,5.1,8.16,5.7,0.2203,0.19,15.68
14.1,15.95,5.1,8.16,5.73,0.2203,0.19,15.74
14.11,15.96,5.1,8.16,5.7,0.2192,0.19,15.75
14.11,15.96,5.1,8.16,5.8,0.2192,0.19,15.74
14.13,15.98,5.1,8.16,5.92,0.2203,0.18,15.72
14.15,16,5.1,8.16,5.89,0.2192,0.18,15.65
14.17,16.02,5.1,8.16,5.83,0.2192,0.19,15.43
14.17,16.02,5.1,8.16,5.95,0.2203,0.19,15.3
14.18,16.03,5.1,8.16,6.07,0.2192,0.19,15.19
14.18,16.03,5.1,8.15,6.01,0.2203,0.19,15.17
14.19,16.04,5.1,8.15,5.95,0.2203,0.19,15.21
14.2,16.05,5.09,8.15,5.95,0.2192,0.19,15.3
14.22,16.07,5.09,8.15,5.92,0.2203,0.19,15.31
14.22,16.07,5.09,8.15,5.83,0.2192,0.19,15.17
14.23,16.08,5.09,8.15,5.8,0.2203,0.19,15.05
14.25,16.1,5.09,8.15,5.8,0.2192,0.18,14.99
14.26,16.11,5.09,8.15,5.92,0.2192,0.18,14.94
14.29,16.14,5.09,8.15,5.89,0.2203,0.18,14.86
14.32,16.17,5.08,8.15,5.83,0.2203,0.18,14.75
14.35,16.2,5.08,8.15,5.89,0.2203,0.18,14.59
14.36,16.21,5.08,8.15,5.83,0.2203,0.18,14.43
14.37,16.22,5.07,8.14,5.7,0.2203,0.19,14.31
14.38,16.23,5.07,8.14,5.73,0.2192,0.19,14.27
14.4,16.25,5.07,8.14,5.67,0.2203,0.19,14.25
14.41,16.26,5.06,8.14,5.61,0.2203,0.19,14.14
14.42,16.27,5.06,8.14,5.64,0.2203,0.19,13.99
14.43,16.28,5.06,8.14,5.67,0.2203,0.19,13.92
14.44,16.29,5.06,8.14,5.58,0.2203,0.19,13.91
14.45,16.3,5.06,8.14,5.46,0.2203,0.19,13.93
14.48,16.33,5.06,8.14,5.36,0.2203,0.19,13.9
14.49,16.34,5.05,8.14,5.33,0.2203,0.18,13.88
14.51,16.36,5.05,8.14,5.3,0.2203,0.18,13.85
14.52,16.37,5.05,8.14,5.3,0.2203,0.18,13.81
14.53,16.38,5.05,8.13,5.33,0.2203,0.18,13.76
14.54,16.39,5.05,8.13,5.39,0.2192,0.17,13.73
14.55,16.4,5.05,8.13,5.46,0.2203,0.16,13.76
14.56,16.41,5.05,8.13,5.46,0.2203,0.16,13.81
14.57,16.42,5.05,8.13,5.36,0.2192,0.16,13.8
14.58,16.43,5.05,8.13,5.36,0.2203,0.16,13.79
14.59,16.44,5.05,8.13,5.46,0.2203,0.16,13.81
14.6,16.45,5.05,8.13,5.46,0.2203,0.15,13.87
14.61,16.46,5.05,8.13,5.43,0.2203,0.15,13.93
14.62,16.47,5.05,8.13,5.33,0.2203,0.15,13.93
14.63,16.48,5.05,8.13,5.24,0.2203,0.15,13.89
14.65,16.5,5.05,8.12,5.27,0.2203,0.15,13.86
14.68,16.53,5.05,8.12,5.33,0.2203,0.15,13.8
14.71,16.56,5.05,8.12,5.33,0.2203,0.14,13.78
14.73,16.58,5.04,8.12,5.39,0.2203,0.14,13.81
14.74,16.59,5.04,8.12,5.46,0.2203,0.14,13.86
14.76,16.61,5.04,8.12,5.43,0.2203,0.14,13.87
14.77,16.62,5.04,8.12,5.43,0.2203,0.13,13.83
14.78,16.63,5.04,8.12,5.43,0.2203,0.13,13.81
14.78,16.63,5.04,8.12,5.33,0.2203,0.12,13.83
14.79,16.64,5.04,8.12,5.3,0.2203,0.12,13.85
14.81,16.66,5.04,8.12,5.27,0.2203,0.12,13.85
14.83,16.68,5.04,8.11,5.21,0.2203,0.12,13.82
14.85,16.7,5.04,8.11,5.21,0.2203,0.12,13.79
14.88,16.73,5.04,8.11,5.27,0.2203,0.12,13.77
14.89,16.74,5.04,8.11,5.33,0.2203,0.12,13.77
14.91,16.76,5.04,8.11,5.24,0.2203,0.11,13.77
14.92,16.77,5.04,8.11,5.24,0.2203,0.11,13.76
14.93,16.78,5.04,8.11,5.24,0.2203,0.11,13.7
14.94,16.79,5.04,8.11,5.24,0.2203,0.11,13.62
14.94,16.79,5.04,8.11,5.27,0.2203,0.11,13.58
14.94,16.79,5.04,8.11,5.27,0.2192,0.11,13.58
14.95,16.8,5.04,8.11,5.24,0.2203,0.11,13.64
14.96,16.81,5.04,8.11,5.24,0.2203,0.11,13.73
14.97,16.82,5.04,8.1,5.3,0.2203,0.11,13.77
14.97,16.82,5.04,8.1,5.3,0.2203,0.11,13.78
14.98,16.83,5.04,8.1,5.3,0.2203,0.11,13.77
14.99,16.84,5.04,8.1,5.33,0.2203,0.11,13.72
15,16.85,5.04,8.1,5.36,0.2192,0.1,13.64
15.02,16.87,5.04,8.1,5.39,0.2203,0.1,13.61
15.03,16.88,5.04,8.1,5.39,0.2203,0.1,13.62
15.05,16.9,5.04,8.1,5.36,0.2203,0.1,13.66
15.06,16.91,5.04,8.1,5.36,0.2203,0.1,13.7
15.08,16.93,5.04,8.1,5.36,0.2203,0.1,13.72
15.1,16.95,5.04,8.1,5.39,0.2203,0.1,13.75
15.11,16.96,5.04,8.1,5.43,0.2192,0.1,13.78
15.12,16.97,5.04,8.09,5.36,0.2214,0.1,13.81
15.14,16.99,5.04,8.09,5.33,0.2203,0.1,13.84
15.15,17,5.04,8.09,5.3,0.2203,0.1,13.83
15.16,17.01,5.04,8.09,5.27,0.2203,0.1,13.81
15.17,17.02,5.04,8.09,5.33,0.2203,0.1,13.83
15.19,17.04,5.04,8.09,5.36,0.2203,0.1,13.88
15.21,17.06,5.04,8.09,5.36,0.2203,0.1,13.88
15.22,17.07,5.04,8.09,5.33,0.2203,0.1,13.86
15.24,17.09,5.04,8.09,5.33,0.2203,0.1,13.87
15.26,17.11,5.04,8.09,5.33,0.2203,0.1,13.87
15.27,17.12,5.04,8.09,5.36,0.2203,0.1,13.88
15.29,17.14,5.04,8.09,5.36,0.2203,0.09,13.88
15.3,17.15,5.04,8.09,5.46,0.2203,0.09,13.9
15.32,17.17,5.04,8.09,5.46,0.2203,0.09,13.91
15.33,17.18,5.04,8.08,5.55,0.2203,0.09,13.88
15.35,17.2,5.04,8.08,5.52,0.2203,0.09,13.85
15.37,17.22,5.04,8.08,5.49,0.2203,0.09,13.87
15.4,17.25,5.04,8.08,5.43,0.2203,0.09,13.87
15.43,17.28,5.04,8.08,5.46,0.2203,0.09,13.91
15.46,17.31,5.04,8.08,5.49,0.2203,0.09,13.98
15.48,17.33,5.04,8.08,5.49,0.2203,0.09,14.02
15.5,17.35,5.04,8.08,5.43,0.2203,0.09,14.01
15.51,17.36,5.04,8.08,5.39,0.2203,0.09,13.98
15.52,17.37,5.04,8.08,5.33,0.2203,0.09,13.97
15.54,17.39,5.04,8.08,5.3,0.2203,0.09,13.96
15.55,17.4,5.04,8.08,5.27,0.2203,0.09,13.91
15.57,17.42,5.04,8.08,5.3,0.2203,0.09,13.85
15.59,17.44,5.04,8.07,5.33,0.2203,0.09,13.85
15.62,17.47,5.04,8.07,5.43,0.2203,0.09,13.89
15.64,17.49,5.04,8.07,5.43,0.2203,0.09,13.87
15.66,17.51,5.04,8.07,5.49,0.2203,0.09,13.82
15.67,17.52,5.03,8.07,5.55,0.2203,0.09,13.78
15.68,17.53,5.03,8.07,5.55,0.2203,0.09,13.74
15.7,17.55,5.03,8.07,5.39,0.2203,0.09,13.7
15.72,17.57,5.03,8.07,5.49,0.2203,0.09,13.64
15.75,17.6,5.03,8.07,5.43,0.2203,0.09,13.53
15.78,17.63,5.03,8.07,5.3,0.2214,0.09,13.48
15.82,17.67,5.02,8.07,5.18,0.2203,0.09,13.46
15.85,17.7,5.02,8.06,5.15,0.2203,0.09,13.46
15.87,17.72,5.02,8.06,5.15,0.2203,0.09,13.44
15.89,17.74,5.02,8.06,5.06,0.2214,0.09,13.38
15.9,17.75,5.01,8.06,4.99,0.2214,0.09,13.31
15.92,17.77,5.01,8.06,4.99,0.2214,0.09,13.22
15.94,17.79,5.01,8.06,5.02,0.2214,0.09,13.15
15.95,17.8,5.01,8.06,5.06,0.2214,0.09,13.08
15.97,17.82,5.01,8.06,5.06,0.2214,0.09,13.03
15.99,17.84,5.01,8.06,5.02,0.2203,0.09,12.98
16,17.85,5.01,8.06,5.09,0.2214,0.09,12.96
16.02,17.87,5,8.05,5.06,0.2203,0.09,12.97
16.04,17.89,5,8.05,5.02,0.2214,0.09,12.93
16.05,17.9,5,8.05,5.02,0.2214,0.09,12.84
16.06,17.91,5,8.05,5.06,0.2214,0.09,12.73
16.08,17.93,5,8.05,4.96,0.2214,0.09,12.66
16.09,17.94,5,8.05,4.87,0.2214,0.09,12.62
16.12,17.97,5,8.05,4.87,0.2214,0.09,12.63
16.15,18,4.99,8.05,4.81,0.2214,0.09,12.66
16.18,18.03,4.99,8.05,4.75,0.2203,0.09,12.73
16.21,18.06,4.99,8.05,4.72,0.2203,0.09,12.8
16.23,18.08,4.99,8.04,4.78,0.2214,0.09,12.8
16.25,18.1,4.98,8.04,4.69,0.2214,0.09,12.76
16.25,18.1,4.98,8.04,4.62,0.2203,0.09,12.78
16.27,18.12,4.98,8.04,4.65,0.2214,0.09,12.83
16.28,18.13,4.98,8.04,4.72,0.2214,0.09,12.85
16.29,18.14,4.98,8.04,4.75,0.2214,0.09,12.85
16.29,18.14,4.98,8.04,4.72,0.2214,0.09,12.8
16.29,18.14,4.98,8.04,4.69,0.2203,0.09,12.69
16.3,18.15,4.98,8.04,4.69,0.2214,0.09,12.64
16.31,18.16,4.98,8.04,4.62,0.2203,0.09,12.62
